,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
2033,4126017457_1,3,3,3,3,1,3,387,why is the black cat kicking,CW,get rubbed by man,cleaning paws,hide something in soil,get away from cat,to jump,True,False,True,True,True,False,True
2035,2400084970_3,4,4,4,4,1,4,635,what did the lady in green do after bending down to laugh in the middle,TN,raise their heads,adjust her sleeves,watching,looking at girl in pink,continue walking backwards,True,False,True,True,True,False,True
2037,10309844035_5,3,3,3,3,4,3,960,how does the men appear while taking the photo,TC,take off his spectacles,squats back down,watching sea view,serious and cautious,laughing,True,False,True,True,True,False,True
2038,5646554288_7,0,0,0,0,0,0,542,where is this video taken,DL,field,construction site,roadside,forest,outdoor,True,False,True,True,True,True,True
2041,4397841774_3,2,2,2,2,4,2,400,why did the boy smile when he is halfway down the slope,CW,saw animals,adults clapping for him,excited,fun performance,got splashed by water,True,False,True,True,True,False,True
2042,4775972536_1,4,4,4,4,1,4,887,what did the babies do after they put their hands in their mouth at the beginning of the video,TN,fall,playing with train toy,lie down,wet the cloth,extended their hands,True,False,True,True,True,False,True
2043,2530293734_3,3,3,3,3,1,3,903,why did the child in blue move towards the left side of the lane after driving past a passerby,CW,bored,adjusting car,touch the fan,get more space to ride,play around,True,False,True,True,True,False,True
2044,7916860778_9,0,0,0,0,0,0,418,what does the white hair man do after picking the girl up,TN,bring girl closer to the tree,follow her instructions to sit,close the door,walked away,blow candle,True,False,True,True,True,True,True
2045,4980235136_0,3,3,3,3,0,3,660,why are so many buses gathered in this area,CW,bus museum,bus carnival,for everyone to buy drink,bus terminal,bus repair centre,True,False,True,True,True,False,True
2046,5588738404_4,2,2,2,2,0,2,931,how many cats are there,DC,one,four,two,three,five,True,False,True,True,True,False,True
2049,2532161712_1,2,2,2,2,4,2,793,how does the boy feel being on the bus,TC,dizzy,bored,happy,nervous,confident,True,False,True,True,True,False,True
2063,10905462446_4,4,4,4,4,4,4,370,how did the man in number 24 jersey make sure that his helmet is in place before walking with the team,CH,raise his hand,wave hand,point to his right,point it out,adjust and fix in place,True,False,True,True,True,True,True
2066,2679006680_5,1,1,1,1,1,1,827,why does the girl walk away when she is carrying the toy at the end,CW,walk to the tent,want to play somewhere else,pick up cups,get to the kitchen,play with boy in black,True,False,True,True,True,True,True
2070,6802770639_7,0,0,0,0,4,0,2468,what did the man in brown do after he finished looking at the thing in his hand in the middle of the video,TN,talk to the audience,laughs,look at the man,continues dancing,use computer,True,False,True,True,True,False,True
2074,2876084443_6,1,1,1,1,4,1,644,how did the person on the red boat help the person who fell,CH,change his direction,help flip the green boat over,spins his boat around,steer wheel,using kayaking paddle,True,False,True,True,True,False,True
2078,5344242564_0,1,1,1,1,4,1,353,why is the man wearing a helmet,CW,skating,riding jeep,sunny whether,working at high place,playing rugby,True,False,True,True,True,False,True
2088,3516935615_7,1,1,1,1,4,1,1515,what did the cameraman do after the dog ran away at the start,TN,take off baby clothes,go near the dog,start crawling,put the bike down,put toy down,True,False,True,True,True,False,True
2089,6699885319_6,1,1,1,1,1,1,361,why did the man get off the skateboard at the end of the video,CW,to take his glove,walk off,to go up stairs,pick up water bag,to throw a ball,True,False,True,True,True,True,True
2094,6321842912_0,4,4,4,4,4,4,312,how does the lady prevent the child from falling off her lap,CH,put baby onto seat,safety belt,wear a baby leash,spread her hands out,hold child tightly,True,False,True,True,True,True,True
2096,9667167640_4,2,2,2,2,1,2,1305,what is the animal shown in the video,DO,monkey,turtle,dog,elephants,bird,True,False,True,True,True,False,True
2097,7693297646_1,3,3,3,3,4,3,794,how many people are in the video,DC,nine,five,ten,two,eleven,True,False,True,True,True,False,True
2100,5478970215_1,3,3,3,3,4,3,313,how did the people kept themselves warm in the video,DO,go hotspring,make fire,jumping,jacket,use blanket,True,False,True,True,True,False,True
2102,6974250690_8,4,4,4,4,4,4,1085,how does the lady feel while playing,TC,restless,anxiety,tired,worried,happy,True,False,True,True,True,True,True
2103,9402994355_6,0,0,0,0,0,0,631,what did the baby do after he pulled the toy towards him at the beginning of the video,TN,bites the toy,catch baby,fall,stood up,pose,True,False,True,True,True,True,True
2125,3512311005_0,0,0,0,0,0,0,2697,why did the lady sway her body,CW,to rhythm of music,speaking in different direction,large crowd,direct attention,helps with the running,True,False,True,True,True,True,True
2126,2744507539_4,3,3,3,3,4,3,603,why was the man in white standing there,CW,part of outfit,to point at the paper,shake hands with man,assist the man in red landing,aiming to throw,True,False,True,True,True,False,True
2128,9132487788_1,4,4,4,4,4,4,1821,why are the two men moving their bodies while hitting the objects together,CW,photos taken,dancing with the baby,to play,engrossed in dance,moving with rhythm,True,False,True,True,True,True,True
2133,5451088285_8,2,2,2,2,0,2,954,where are the people hanging out,DL,kitchen,lawn,terrace,fountain,studio,True,False,True,True,True,False,True
2136,3223951946_5,2,2,2,2,4,2,474,what does the woman do after the man slaps his own back side,TN,walk away from piano,laugh while lying down,slap him too,turn away,kick the man playfully,True,False,True,True,True,False,True
2137,2667165452_10,2,2,2,2,4,2,900,what is the lady in brown holding in her left hand,DO,watch,supervise,water bootle,entertain the baby,grooming brush,True,False,True,True,True,False,True
2141,3079724515_9,3,3,3,3,1,3,874,how did the boy in grey eat his snacks,CH,throw food to it,sitting,with spoon,use hands,look towards the food,True,False,True,True,True,False,True
2143,4039610385_5,2,2,2,2,4,2,981,why did the woman in black put both her hands up,CW,take photo,play for fun,dance pose,rollercoaster ride,surrender,True,False,True,True,True,False,True
2145,7527437500_8,0,0,0,0,0,0,368,how does the boy react as the girl prepares to throw at the end,TC,look at her,cry,take photo of girl,turns around,run to pick up the ball,True,False,True,True,True,True,True
2147,6158132572_4,3,3,3,3,4,3,2251,what is the man in white doing with his hands as he talks at the end of the video,TC,wipe his eyes,rock the chair,grabbing toys,fiddling with fingers,pick up glass,True,False,True,True,True,False,True
2148,6243919243_4,4,4,4,4,4,4,630,how does the motocyclist know when to move or stop while riding on the road,TC,watch other cars,listen to the radio,go by gut instinct,wait for an officer to stop him,watch traffic light,True,False,True,True,True,True,True
2169,5918453123_1,0,0,0,0,0,0,1461,why is the boy in black jacket moving his hands in the middle of the video,CW,gesturing,catching flies,let go of the rocks,playing toys,to cover the cup,True,False,True,True,True,True,True
2175,4976487220_3,0,0,0,0,0,0,2643,why are all the people looking at the blonde woman,CW,listening,interested in her handbag,showing a magic trick,she carries baby,looking at her dance,True,False,True,True,True,True,True
2186,7533206274_6,1,1,1,1,4,1,564,how did the baby feel playing in the waters,TC,serious,happy,worried,sad,angry,True,False,True,True,True,False,True
2190,3375064270_9,2,2,2,2,0,2,324,what sport are the people in the video doing,TC,swimming,trekking,snowboarding,cycling,mountain climing,True,False,True,True,True,False,True
2192,4178472052_6,1,1,1,1,0,1,369,what does the man in checked shirt do after the man in blue makes a shot in the middle of the video,TN,points to the left,loads a bullet,playing with sand,nod,move puppet around,True,False,True,True,True,False,True
2194,4397841774_1,2,2,2,2,4,2,400,why is the boy sitting down,CW,cycling,reading a book,sledding,accompanied by girl,bored of swimming,True,False,True,True,True,False,True
2199,5866947362_4,0,0,0,0,0,0,1536,how does the girl signal the man in brown to flip the page at the start,CH,points to the page,hit the man,hit the sofa,touch her head,cry,True,False,True,True,True,True,True
2200,5499561130_3,4,4,4,4,1,4,2697,where is this video taken,DL,studio,speech event,backyard,playground,living room,True,False,True,True,True,False,True
2202,6004462245_6,3,3,3,3,1,3,2474,where is this video taken,DL,grassland,road,outdoors,living room,lake side,True,False,True,True,True,False,True
2203,3336623732_1,1,1,1,1,1,1,1278,what sort of pose does the boy do to the camera,DO,siblings,showing his muscles,friends,classmates,offspring,True,False,True,True,True,True,True
2216,10747331063_0,0,0,0,0,0,0,667,why does the boy walk forward after he throws the ball,CW,to step forward,try to stop him,kick away the mud,ball missed the net,to see who is open,True,False,True,True,True,True,True
2222,6339181867_7,3,3,3,3,4,3,1843,why is the baby moving her body in the video,CW,to pick up bag,holding the toy,learning to dance,excited,learning to crawl,True,False,True,True,True,False,True
2234,12299711406_3,0,0,0,0,0,0,938,how does the kid manage to take his hand out of the bottle in the middle,CH,pull bottle opposite direction of hand,climb up stairs,close in her arms,flip bag upside down,put cup to baby s mouth,True,False,True,True,True,True,True
2239,2828927371_8,1,1,1,1,4,1,1409,how does the baby respond to being touched,CH,touch the toys,no reaction,moved to the man,touched lady s lap,remove seatbelt,True,False,True,True,True,False,True
2241,7198714574_2,4,4,4,4,0,4,1029,why do the man and the woman look at the woman in blue after they d finished reading,CW,to talk to her,part of ceremony,take a gift,bring her outdoors,check if they are done,True,False,True,True,True,False,True
2243,8652286448_1,3,3,3,3,1,3,1215,how did the baby kangaroo clean itself,CH,roll in water,roll in sand,man cleaning it,lick itself,bury its head behind it,True,False,True,True,True,False,True
2248,2416632400_1,4,4,4,4,4,4,988,why did the person in black suit bow as the train was approaching,CW,posing for camera,avoiding the cars passing by,tie shoelaces,prevent his head from bumping,greeting,True,False,True,True,True,True,True
2250,4363482648_1,3,3,3,3,4,3,379,what did the lady and dog do after they reached the other side of the ring,TN,hug the dog,plays with her,turn towards lady,turn back and run,try to lick her face,True,False,True,True,True,False,True
2271,3767851258_3,2,2,2,2,4,2,1316,how did the lady in black make sure that the baby boy in black does not fall,CH,stretch out arm,lie on bed,hold him,put in pram,check if the bar is locked,True,False,True,True,True,False,True
2273,4536434821_11,2,2,2,2,0,2,1380,how many birds are involved in the video,DC,five,six,two,one,three,True,False,True,True,True,False,True
2279,6936757706_14,0,0,0,0,0,0,600,why did the lady hold a spoon at the beginning of the video,CW,feed girl,put cake to eat,spreading jam,singing a birthday song,wants to eat,True,False,True,True,True,True,True
2280,6339181867_4,2,2,2,2,0,2,1843,why is the baby looking up,CW,eating,adult caress the baby,looking at toy,looking at sun,chase flies away,True,False,True,True,True,False,True
2284,9175646479_4,3,3,3,3,1,3,1135,what was the lady doing with the girl s notebook in the middle of the video,TC,lift up spoon,looks round,talks and smiles,signing it,pick up leaves,True,False,True,True,True,False,True
2290,5171841751_10,1,1,1,1,4,1,869,what is the boy playing with,DO,basketball,toy that moves,toy car,brothers,piano,True,False,True,True,True,False,True
