,qid,ATP,answer,EIGV,HGA,IGV,VGT,frame_count,question,type,a0,a1,a2,a3,a4,all_correct,all_wrong,ATP_correct,EIGV_correct,HGA_correct,IGV_correct,VGT_correct
3219,2974851017_3,4,0,3,3,4,4,1313,how does the man move his head while playing the piano,CH,along with the music,in a violent manner,using hands,hitting the instrument with his head,keep shaking up and down,False,True,False,False,False,False,False
3225,11558755515_2,0,2,0,0,0,0,769,what did the big dog do after the man touched and turned it around,TN,move around,put hand on floor,walk off,lick the man,close eyes,False,True,False,False,False,False,False
3226,6038769080_2,2,4,0,0,0,1,640,why are there so many colors and eggs on the table,CW,prepare for feast,for selling,baking classes,having lunch,make art work,False,True,False,False,False,False,False
3228,6706220611_6,1,2,4,1,0,0,2697,how did the baby lay on the pillow in the start,CH,on his sides,sit down,by the stomach,falls down,climbs onto it,False,True,False,False,False,False,False
3232,11169386614_9,0,3,4,0,4,0,735,what does the man in black vest do after the white dog runs pass the obstacles at the end,TN,walks away,pass a ball,blocks him,pick it up,jump up,False,True,False,False,False,False,False
3240,3440542069_8,2,0,2,2,4,2,817,why did the lady touch the bottle,CW,feed baby,posing for camera,she wants to drink it,throw it away,drink from bottle,False,True,False,False,False,False,False
3241,7694986054_0,3,0,1,1,3,1,1911,what is the man next to the bed wearing,DO,hospital gown,pajamas,disney shirt,sports attire,swimsuit,False,True,False,False,False,False,False
3242,6382059603_4,1,4,1,1,4,1,1416,how does the girl in red react when the boy in blue shouts,TC,touch sholder,look at boy in red,hand over her ice cream,shy,annoyed,False,True,False,False,False,True,False
3248,3759139293_2,1,3,2,2,4,2,416,how does the baby feel about the food after tasting it,TN,man feed,excited,happy,terrible,wants more,False,True,False,False,False,False,False
3251,10437686463_9,4,0,4,4,4,4,587,why did the girl in pink smile after her speech,CW,having fun,gesturing,prevent her from eating,look for something behind,happy to be in the video,False,True,False,False,False,False,False
3255,5279956242_7,3,2,0,3,4,3,704,what did the man in white do when he turned around to look at the lady in black in the middle,TC,drink something,posing,smile,talk to lady,pointed to his front,False,True,False,False,False,False,False
3267,4651795201_6,3,4,1,3,4,1,1872,how was the white ingredient being added to the pot,CH,with a spoon,in a bowl,grinded,pour,pull and tear,False,True,False,False,False,True,False
3270,10652030225_8,4,2,4,4,4,4,1989,what does the man with the rod do after finishing the session with the man in black,TN,touch the ground,smile as the lady,nods at him,start writing,walks away,False,True,False,False,False,False,False
3277,4544425606_7,3,1,3,3,1,3,806,what did the eagle do after bending down as it stood on the man s gloves,TN,drinking,eating,flying,hitting,dancing,False,True,False,False,False,True,False
3283,8617869131_3,4,3,2,4,4,2,926,how many people are on the horse in the video,DC,eight,five,four,one,two,False,True,False,False,False,False,False
3289,3205604574_5,3,2,1,3,0,4,2697,what were the genders of the children,DO,three boys ,one boys and one girls,one boy and one girl,two girls,one boy,False,True,False,False,False,False,False
3291,5608598769_4,2,0,2,2,1,3,818,how does the white hamster find food at the beginning of the video,CH,digging through hay,man carried boy to pool edge,dog give food,smell,move the pancakes,False,True,False,False,False,False,False
3302,2744507539_1,1,4,2,2,4,3,603,what did the man in white do after the man in red landed,TN,push the trolley,count down,ducked,extend hand,hi-five and pat shoulder,False,True,False,False,False,True,False
3304,4326843514_5,0,4,3,3,0,3,612,what does the baby do after shaking the toilet roll,TN,lift up his leg,stands near the corner,starts smiling and moving hands,stares at camera,drop it,False,True,False,False,False,False,False
3308,9021358194_5,2,3,2,2,4,2,2340,how did the boy react when the man offered him the plate,TC,point at them,chew,look into camera,take an oreo,puts away the residue,False,True,False,False,False,False,False
3313,2428846087_1,0,4,0,0,4,0,818,how is the lady transporting herself on the waters,CH,rope,wear life vest,sway slightly,hold her hand,paddle forward,False,True,False,False,False,True,False
3315,3079724515_5,2,0,2,2,1,1,874,why did the boy in black moved to the boy in green s side,CW,point to the envelop,to help with painting,want to carry the boy,support boy,they are playing,False,True,False,False,False,False,False
3316,2466853140_2,4,3,4,4,1,4,1224,what did the dog do when it could not catch the ball with its mouth,TC,give the ball to person,frustrated,runs after the ball,as it has completed the required practice,bark,False,True,False,False,False,False,False
3320,5864047618_8,3,0,3,3,0,2,562,what does the man in a hat do as the man in blue is caressing the donkey,TC,stand there,lean face on his hand,walk back to the white donkey,leash the donkey,clap hands,False,True,False,False,False,True,False
3324,5925869325_9,1,4,1,1,4,1,1770,what did the man in grey do with his can of drinks in the middle of the video,TC,make hand gesture,look at the can of drinks,looks back at the man speaking,looks at his drink,put it down,False,True,False,False,False,True,False
3329,5306556049_11,2,1,2,2,0,2,2232,how many children are there in the video,DC,three,five,two,four,six,False,True,False,False,False,False,False
3330,2411633466_6,0,1,0,0,0,0,637,what does the man in black do as the others stood around to watch at the start,TC,stand beside,control the ball,laugh,release his hold,holding the other person,False,True,False,False,False,False,False
3332,5471923610_8,0,4,0,3,3,3,1061,what is the man wearing while hosting the show,TC,sports wear,tank top,t shirt,cap,formal attire,False,True,False,False,False,False,False
3337,4976487220_5,4,3,4,4,0,4,2643,how many people are there in the room,DC,three,eight,four,six,two,False,True,False,False,False,False,False
3340,7604206790_2,4,3,4,0,0,4,360,why did the boy in grey bend on the floor,CW,to scoop things,part of his dance move,pose for the camera,reposition to get robbot moving,reach for the floor,False,True,False,False,False,False,False
3341,7691046836_0,0,3,0,4,0,0,1460,why is the boy with checkered shirt moving his lips,CW,chewing on gum,talking to the man,playing a game,singing,tasting ice-cream,False,True,False,False,False,False,False
3344,4563323343_2,2,4,2,2,4,2,729,what did the white cat do with its paws when it moved it near the middle of the video,TC,runs away,pounce on black cat,push back,cleans the toilet bowl,tap the cushion it was on,False,True,False,False,False,True,False
3349,11506594895_8,3,2,3,0,0,3,756,what does the white dog do after walking for a while in the middle,TN,follow the man,look at him,turned back around,run to the brown dog,sniff the ball,False,True,False,False,False,False,False
3354,3360428599_7,3,1,0,0,4,4,551,why was the lady in blue holding a red rope,CW,her snack,to hold the toy,protect her eyes,guide her in rowing boat,stylish,False,True,False,False,False,False,False
3361,7276759062_1,4,1,3,3,1,0,477,why does the dog put its tongue inside the mug,CW,detect what it is,to lick it,to smell it,to clean its tongue,to eat the mug,False,True,False,False,False,True,False
3363,4203080888_5,1,0,1,1,1,1,801,what did the girl do after playing with the cardboard in the middle of the video,TN,pick up a stool,flip it back,hug baby,looked at camera,kiss her,False,True,False,False,False,False,False
3366,4672625782_1,3,1,2,2,4,2,1635,why is the lady in grey holding onto the boy,CW,taking video,protect boy from falling down,prevent him from stepping into mud,bringing him into a store,help to change his clothes,False,True,False,False,False,False,False
3368,2639225467_1,0,4,0,0,0,0,345,why did the man with blue shirt beside the horse hold onto the fence,CW,owner,on another farm,playing,dog coming,resting,False,True,False,False,False,False,False
3370,6691315951_2,2,0,1,1,4,1,1107,why does some of the birds fly away after staying on the red birdhouse for a while,CW,finished eating,bored,sunbath,stabilize itself,look for food,False,True,False,False,False,False,False
3381,5508995205_7,1,0,2,1,0,1,1110,what colour was the lady wearing,DO,black,blue,navy,green,red,False,True,False,False,False,True,False
3385,2499564345_2,0,4,2,0,0,0,2697,why is the baby girl s pram not carried into the garden,CW,too small to move,concentrated on mobile,soft ground,to have fun,not trample the plants,False,True,False,False,False,False,False
3389,8750015460_9,1,2,1,1,1,1,1133,where is this happening,DL,stage,bedroom,classroom,garden,hospital,False,True,False,False,False,False,False
3390,6271388004_2,1,3,1,1,1,2,1400,why did the leopard with darker spots put its leg against the face of the standing leopard when it comes to scuffle,CW,stop dog from eating,defend itself,looking for prey,playing too,scratch front legs,False,True,False,False,False,False,False
3393,2818950014_5,2,1,2,2,1,2,739,why are there so many chairs,CW,watching a show,gathering for food,for serving,snowfall outside,trekking,False,True,False,False,False,True,False
3395,5477272417_11,2,3,4,4,0,2,990,why are the people in the forest,CW,hiking,running,trekking,plant sapling,camping,False,True,False,False,False,False,False
3406,4536434821_9,3,0,3,3,1,3,1380,what does the blue bird do after the black bird flies away in the middle of the video,TN,bathes itself,sofa,knock on the door,moves out of the bird bath,look at man in black,False,True,False,False,False,False,False
3407,3598384046_5,4,2,4,4,1,4,2253,what did the baby do after removing his finger from his mouth,TN,turn to look at the lady,move legs,shakes head,nose,open his palm,False,True,False,False,False,False,False
3415,3819750158_1,1,0,4,4,0,3,1302,how does the kid move around,CH,walk sideways,jump around,roll across the field,in a pram,on rollerblades,False,True,False,False,False,True,False
3416,7354297342_3,0,2,4,0,4,4,370,what did the guy do after he talked,TN,engaged in another conversation,turns toward desktop,lower the camera on his shirt,adjust the tricycle,drink the cup,False,True,False,False,False,False,False
3432,13339367205_0,0,4,2,2,0,2,339,where are the dogs hanging out,DL,living room,roadside,field,snow wild,park,False,True,False,False,False,False,False
3433,5031339015_3,3,1,4,4,4,2,900,why is the man wearing a hiking backpack holding on to the cliff,CW,finding food,prevent falling,get a jumping speed,to climb later,unable to continue climbing,False,True,False,False,False,False,False
3434,5772591393_4,3,4,3,2,1,3,920,what did the dog at the top of the sofa do before it started to bark at the middle,TP,lick its leg,walk away,jump onto couch,bark at the black dog,looks around,False,True,False,False,False,False,False
3436,4823383982_4,2,0,3,2,4,3,1743,why does the girl in white bents over and looks at the food carefully,CW,want to eat cake,talking to old man,listening attentively,supervising,crying,False,True,False,False,False,False,False
3444,4242382178_10,2,4,2,2,4,2,1176,how do the people convey their excitement in the car,CH,sing,stamp their feet,clap hands,spinning the wheels,dance,False,True,False,False,False,True,False
3445,2969688375_8,2,4,2,2,1,0,505,why does the lady squat down a bit as the kid approaches her,CW,playing with the baby,speaking,oversee,sunny weather outside,she is too tall,False,True,False,False,False,False,False
3446,2406887888_3,2,1,2,2,1,2,2696,why did the baby crawl up to the sofa,CW,close to him,to take the camera,climb sofa,softer,to relax,False,True,False,False,False,True,False
